,given_name,surname,gender,birthdate,country_of_birth,current_country,phone_number,postcode,national_insurance_number,bank_account_number,cc_status,blood_group,avg_n_drinks_per_week,avg_n_cigret_per_week,education_level,n_countries_visited,bmi,birth_year,age,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,NI_enc,hash,postcode_split
863,Nicola,James,F,1964-03-22,Benin,United Kingdom,(07700) 900 596,BB92 7RE,ZZ 94 49 45 T,36490451,0,A+,7.6,4.2,secondary,12,11.5,1964,58,50-60,light smokers,high,underweight,2-18,Africa,b'ZZ 94 49 45 T',19822e6946577c26d771fbdd0ddd663cfe5fa514,BB92
864,Gail,Evans,F,1996-06-22,Slovenia,United Kingdom,07700 900568,SK5H 1HE,ZZ727352T,108874060,0,A+,6.4,202.6,secondary,15,10.58,1996,26,20-30,heavy smokers,moderate,underweight,2-18,Europe,b'ZZ727352T',b188e26180c939cac22285442b0307e1d6bc6eb3,SK5H
865,Tina,Power,F,1982-12-07,Pakistan,United Kingdom,(07700) 900132,S7C 8YY,ZZ 029071 T,115135213,0,B+,4.9,173.2,bachelor,21,9.69,1982,41,40-50,intermediate smokers,moderate,underweight,19-34,Asia,b'ZZ 029071 T',0b13ce042d2634d965cdb9509bb11b24c0634c19,S7C
866,June,Lambert,F,1996-12-24,Israel,United Kingdom,07700 900 852,S91 4EQ,ZZ 26 74 24 T,26076364,0,A+,6.3,317.6,secondary,10,20.85,1996,26,20-30,heavy smokers,moderate,healthy,2-18,Asia,b'ZZ 26 74 24 T',002466bc9530ec4dbe6790683ec1ff05c408676a,S91
867,Abigail,Moore,F,1958-07-19,Tajikistan,United Kingdom,+447700 900 424,PE6 5WT,ZZ 525261 T,44092427,0,O+,0.8,282.7,secondary,33,16.5,1958,64,60-70,heavy smokers,low,underweight,19-34,Asia,b'ZZ 525261 T',e1f7d33ba598f75b421a796428245058ede86f0d,PE6
868,Russell,Davis,M,1999-09-08,Martinique,United Kingdom,07700900965,L4 9LW,ZZ 30 03 64 T,112492658,0,A+,1.8,92.7,bachelor,18,21.43,1999,24,20-30,intermediate smokers,low,healthy,2-18,North America,b'ZZ 30 03 64 T',f42d3a062c19827638f97c8530cf49b9d965d3ec,L4
869,Caroline,Horton,F,1982-01-30,Ethiopia,United Kingdom,+447700900563,EH92 4WX,ZZ 53 43 57 T,105996048,0,O+,5.9,265.1,bachelor,28,29.66,1982,40,30-40,heavy smokers,moderate,overweight,19-34,Africa,b'ZZ 53 43 57 T',057e0458b3ad8ac1b4be5c3863fc9ac98f224126,EH92
870,Zoe,Price,F,1991-08-31,Bangladesh,United Kingdom,+447700 900 487,N5U 9ZY,ZZ491054T,126837335,0,O+,9.0,101.3,secondary,45,26.82,1991,31,30-40,intermediate smokers,high,overweight,35-50,Asia,b'ZZ491054T',ac14fe528bd135c2ffa5e6a0332a21bbc844a1c5,N5U
871,Gordon,Johnson,M,1973-03-12,Lithuania,United Kingdom,+447700 900 381,EC40 6SP,ZZ 86 85 85 T,107573294,0,O+,4.0,211.8,secondary,34,18.83,1973,50,40-50,heavy smokers,moderate,healthy,19-34,Europe,b'ZZ 86 85 85 T',dbaa6c6ee436a15cbab4ba940318bb4e3f9716fc,EC40
872,Christopher,Doherty,M,1988-02-23,Indonesia,United Kingdom,(07700) 900411,M45 4AB,ZZ 563722 T,68141273,0,A-,8.2,7.6,bachelor,32,16.83,1988,34,30-40,light smokers,high,underweight,19-34,Asia,b'ZZ 563722 T',be15f22665065b5f6c0f7c2f9dea2eae9a01c0dd,M45
873,Laura,Cooper,F,1987-07-11,Jersey,United Kingdom,(07700)900051,DH94 7TB,ZZ049274T,123420062,0,A+,2.4,423.7,other,36,27.83,1987,36,30-40,heavy smokers,low,overweight,35-50,Europe,b'ZZ049274T',c365ac24cbec29a353973902a483c640fd7901fe,DH94
874,Chelsea,Taylor,F,2001-02-11,Lao People's Democratic Republic,United Kingdom,+44(0)7700900820,PL7W 5DP,ZZ 309954 T,111833904,0,A-,3.3,489.0,primary,37,39.39,2001,22,20-30,heavy smokers,low,overweight,35-50,Asia,b'ZZ 309954 T',28067cc69b52b4efe19925fc61505c3011467bf7,PL7W
875,Sam,Rhodes,M,1961-06-12,Falkland Islands (Malvinas),United Kingdom,(07700)900190,E6H 2UH,ZZ836789T,37196686,0,A+,6.8,12.3,primary,22,26.71,1961,62,60-70,light smokers,moderate,overweight,19-34,South America,b'ZZ836789T',33476f3fb0058ec9ae0a97c6a79d35ec20b17867,E6H
876,Josh,Barry,M,1962-09-09,Congo,United Kingdom,(07700) 900142,EC3M 8ZF,ZZ 786909 T,47323465,0,O+,6.5,322.3,phD,2,27.58,1962,61,60-70,heavy smokers,moderate,overweight,2-18,Africa,b'ZZ 786909 T',059544efebf5859177a8f0ac41bf7f6b945f0813,EC3M
877,Dale,Smith,M,1966-06-28,France,United Kingdom,+44(0)7700 900960,PH2 1RA,ZZ 59 67 29 T,42707439,0,A-,3.9,417.9,bachelor,5,16.49,1966,56,50-60,heavy smokers,low,underweight,2-18,Europe,b'ZZ 59 67 29 T',f32d58d3f17af4b22771d698034444e89ed1e09e,PH2
878,Kyle,Gibson,M,1957-05-12,Panama,United Kingdom,07700 900 331,BH9A 4AN,ZZ 62 87 29 T,123452027,0,O+,0.0,8.4,masters,10,17.96,1957,66,60-70,light smokers,low,underweight,2-18,North America,b'ZZ 62 87 29 T',ffb65b17819128b33d08e9f4f0b47afc26f4fda5,BH9A
879,Georgia,Stevenson,F,1978-11-15,Saint Pierre and Miquelon,United Kingdom,(07700) 900 289,B66 3GH,ZZ 638795 T,70944811,0,O+,9.1,38.3,phD,22,26.81,1978,44,40-50,light smokers,high,overweight,19-34,North America,b'ZZ 638795 T',1f40fc14ea72022d26a75f0a1a02f9547465e37a,B66
880,Alexander,Hughes,M,1987-02-06,Chad,United Kingdom,07700 900 333,YO4N 3BS,ZZ293049T,41516799,0,B+,3.1,440.7,secondary,41,20.26,1987,36,30-40,heavy smokers,low,healthy,35-50,Africa,b'ZZ293049T',0bc48b02d5a182d12f37fa04cb1945e2ba14bb4b,YO4N
881,Carl,Lloyd,M,1980-06-30,Greece,United Kingdom,07700 900877,BS2 7PQ,ZZ 256213 T,96256075,0,A+,9.6,25.8,secondary,34,15.82,1980,42,40-50,light smokers,high,underweight,19-34,Europe,b'ZZ 256213 T',9ef0ebafd7313e2443d4f27d2a009d35ef6f108e,BS2
882,Frederick,Jenkins,M,1966-07-24,San Marino,United Kingdom,+44(0)7700 900959,E0U 7XQ,ZZ289393T,103544586,0,A-,8.2,369.5,bachelor,7,15.11,1966,56,50-60,heavy smokers,high,underweight,2-18,Europe,b'ZZ289393T',2276a26278ba9b22491f9845b4b24b53c46254b1,E0U
883,Dorothy,Johnson,F,1956-05-14,Kenya,United Kingdom,(07700) 900 003,E79 3UU,ZZ 06 21 98 T,81225972,0,O+,4.7,320.9,secondary,44,16.75,1956,66,60-70,heavy smokers,moderate,underweight,35-50,Africa,b'ZZ 06 21 98 T',ba49f9dd6cb6f8f42b245d68a4953907bb5a5ca0,E79
884,Sandra,Osborne,F,1986-07-02,Netherlands,United Kingdom,07700900124,OL9 8DG,ZZ 39 34 06 T,100631751,0,O+,5.2,49.6,secondary,32,14.5,1986,37,30-40,intermediate smokers,moderate,underweight,19-34,Europe,b'ZZ 39 34 06 T',74343a5d21f05be12cf460404be350bf8bcdc3ed,OL9
885,Tracey,Wheeler,F,1998-09-15,Wallis and Futuna,United Kingdom,+447700900976,EX05 3UQ,ZZ 404472 T,20137209,1,A-,1.1,206.9,masters,21,30.32,1998,24,20-30,heavy smokers,low,overweight,19-34,Oceania,b'ZZ 404472 T',ee28e8ac97f5a3db1ec113fb22ba3b2ca029732f,EX05
886,Victor,Bishop,M,1995-02-25,India,United Kingdom,07700900269,L9D 8AL,ZZ531165T,81087851,0,A+,8.1,140.4,bachelor,17,23.96,1995,27,20-30,intermediate smokers,high,healthy,2-18,Asia,b'ZZ531165T',78798e71db09a653360f74f1ee53a522165ddadb,L9D
887,Lynn,Wyatt,F,1968-07-28,Tuvalu,United Kingdom,+44(0)7700900367,E2C 2BF,ZZ883436T,112822079,0,O+,9.3,217.7,bachelor,11,29.59,1968,54,50-60,heavy smokers,high,overweight,2-18,Oceania,b'ZZ883436T',23a6f53467be98716e1af1dd4a67b28eaef818bc,E2C
888,Wendy,Hall,F,1980-01-19,Somalia,United Kingdom,07700 900277,E2H 6XY,ZZ 213147 T,60664761,0,O-,8.0,269.6,masters,24,20.99,1980,42,40-50,heavy smokers,high,healthy,19-34,Africa,b'ZZ 213147 T',c099faf2e7f1a638c6e409f059be1af90109e10a,E2H
889,Robert,Taylor,M,1977-11-20,Macao,United Kingdom,07700 900545,SR92 5QW,ZZ 474018 T,85163441,0,A-,3.4,60.3,phD,34,23.39,1977,45,40-50,intermediate smokers,low,healthy,19-34,Asia,b'ZZ 474018 T',ab3e268cff0bac19bd641960f81c4aa4751246db,SR92
890,Trevor,Randall,M,2002-04-24,Christmas Island,United Kingdom,+44(0)7700900517,UB1 9HG,ZZ056639T,111573840,0,O+,4.1,298.4,secondary,30,15.39,2002,20,<20,heavy smokers,moderate,underweight,19-34,Asia,b'ZZ056639T',659449d4db7eb60166bfd7fb5a59982b16c8702c,UB1
891,Leon,Phillips,M,1958-06-12,Senegal,United Kingdom,07700900545,GL52 9BS,ZZ 900900 T,116930242,0,O+,9.8,27.1,secondary,48,13.47,1958,65,60-70,light smokers,high,underweight,35-50,Africa,b'ZZ 900900 T',902a12f6a996f7d30c29f695dfd8a07db4cd86a9,GL52
892,Albert,Russell,M,1981-07-16,Pakistan,United Kingdom,+447700 900738,OL1X 3AY,ZZ 813272 T,127103660,0,O+,0.6,269.0,bachelor,12,32.87,1981,41,40-50,heavy smokers,low,overweight,2-18,Asia,b'ZZ 813272 T',4eb6ea58959819a39b8dfa1a13c8fdd29fa3b745,OL1X
893,Sally,Brown,F,1970-10-01,Guinea,United Kingdom,+44(0)7700 900802,OX2 1SQ,ZZ 042058 T,53989518,0,A+,9.2,25.3,secondary,28,48.9,1970,53,50-60,light smokers,high,overweight,19-34,Africa,b'ZZ 042058 T',beab2904644a8b4b9fa08811661d6db781e5e27c,OX2
894,Kerry,Bird,F,1968-10-04,Serbia,United Kingdom,+447700 900 093,WC6 0DE,ZZ807923T,11296997,0,B+,5.0,449.6,masters,36,23.59,1968,55,50-60,heavy smokers,moderate,healthy,35-50,Europe,b'ZZ807923T',1cb3ba9ff4259697865a26a9aad97fd0a400c5f4,WC6
895,Samantha,Davies,F,1965-10-25,Germany,United Kingdom,+44(0)7700 900064,W5 5SR,ZZ 532371 T,56190566,0,A+,2.3,113.4,secondary,20,16.27,1965,57,50-60,intermediate smokers,low,underweight,19-34,Europe,b'ZZ 532371 T',7b843895755b556788e18cba5ca34410ddcfab15,W5
896,Billy,Rose,M,1962-09-03,Tonga,United Kingdom,+447700 900932,NR1 5UJ,ZZ 47 12 18 T,13240488,0,A+,9.2,97.2,bachelor,20,21.42,1962,61,60-70,intermediate smokers,high,healthy,19-34,Oceania,b'ZZ 47 12 18 T',fe31a4b8a9edddac31222588497d18f2f0544f5a,NR1
897,Carly,Baker,F,1991-03-28,Tonga,United Kingdom,+447700 900 869,DA93 5ZB,ZZ 67 17 46 T,94697403,0,A+,1.8,303.4,secondary,43,31.0,1991,31,30-40,heavy smokers,low,overweight,35-50,Oceania,b'ZZ 67 17 46 T',d31618879de1e99e209bf10c0042ab3c4c822c3e,DA93
898,Mark,Bell,M,1987-03-05,Guinea-Bissau,United Kingdom,+44(0)7700 900 354,AL4R 3RF,ZZ 21 87 59 T,112606457,0,O+,7.8,200.9,secondary,3,17.26,1987,36,30-40,heavy smokers,high,underweight,2-18,Africa,b'ZZ 21 87 59 T',7c47e7eb5e95148a332d5d319c11a410e93b8d20,AL4R
899,Mathew,Hall,M,1975-03-05,San Marino,United Kingdom,07700 900 984,ME09 8JR,ZZ 421918 T,122961991,0,A+,9.4,214.6,bachelor,46,24.19,1975,48,40-50,heavy smokers,high,healthy,35-50,Europe,b'ZZ 421918 T',3659caa22a662a298e0c03d25ec76a0565231e8d,ME09
900,Sharon,Gilbert,F,1988-12-31,Saint Vincent and the Grenadines,United Kingdom,07700 900929,E3 8QF,ZZ844414T,91010261,0,A-,5.4,212.4,secondary,39,24.95,1988,34,30-40,heavy smokers,moderate,overweight,35-50,North America,b'ZZ844414T',3a36b82914beb7e02cea1189e542c63b0fbd7d34,E3
901,Marian,Sutton,F,1993-04-03,Kuwait,United Kingdom,+447700 900 926,DN8 9JT,ZZ 138979 T,28304487,0,A+,2.7,424.5,phD,3,22.89,1993,30,20-30,heavy smokers,low,healthy,2-18,Asia,b'ZZ 138979 T',78429dd9829a9fc7b49bd90a9a0fd1c3c0b280ad,DN8
902,Laura,Fox,F,1966-02-15,Argentina,United Kingdom,+44(0)7700 900 649,BS0 2TF,ZZ 754638 T,33763893,0,A+,7.5,37.0,bachelor,34,39.46,1966,56,50-60,light smokers,high,overweight,19-34,South America,b'ZZ 754638 T',4adedf792a6ce153fb8c8bc0fa84092cf23cbba8,BS0
903,Hugh,Bell,M,1961-04-08,Angola,United Kingdom,+44(0)7700900839,S1U 2BJ,ZZ 14 17 90 T,27479821,0,B-,1.3,446.2,secondary,22,26.51,1961,62,60-70,heavy smokers,low,overweight,19-34,Africa,b'ZZ 14 17 90 T',659356468c4ff8af38a884538f739673d4b97b21,S1U
904,Laura,Rhodes,F,1955-12-24,Iceland,United Kingdom,07700900785,DG5 2QT,ZZ526463T,127886110,0,O+,7.6,381.0,masters,9,16.81,1955,67,60-70,heavy smokers,high,underweight,2-18,Europe,b'ZZ526463T',cf765828a0ce24a5434d5d6d8adcaef9050d79fa,DG5
905,Judith,Warren,F,1971-12-19,American Samoa,United Kingdom,+44(0)7700 900 358,OX76 9UZ,ZZ610472T,104329962,0,A+,0.1,321.7,secondary,5,10.8,1971,51,50-60,heavy smokers,low,underweight,2-18,Oceania,b'ZZ610472T',ef55b1f2f0561b7bcd3791f4a0279458334f2a72,OX76
906,Louise,Lawrence,F,1964-02-20,Liberia,United Kingdom,+44(0)7700 900352,DN9 0ZE,ZZ140801T,33220307,0,A+,3.1,175.2,secondary,36,26.22,1964,58,50-60,heavy smokers,low,overweight,35-50,Africa,b'ZZ140801T',df16e342c733308ac87a41c746cc6a4bc50a57eb,DN9
907,Kim,Edwards,F,1961-11-08,Japan,United Kingdom,+44(0)7700 900327,G04 6SF,ZZ 88 00 74 T,21817227,0,O+,1.4,285.4,secondary,15,32.55,1961,62,60-70,heavy smokers,low,overweight,2-18,Asia,b'ZZ 88 00 74 T',51ea4a884c89d9f7ddf556cc410069ad0c5a0ae2,G04
908,Phillip,Foster,M,1986-10-24,Malawi,United Kingdom,+44(0)7700900992,LL0 3EY,ZZ 942340 T,34824731,0,A+,2.4,226.4,other,31,30.08,1986,36,30-40,heavy smokers,low,overweight,19-34,Africa,b'ZZ 942340 T',88c6ed7f4a309178ce71a6c45b6fa4ad1ac57535,LL0
909,Natalie,Mitchell,F,1961-01-20,Colombia,United Kingdom,+44(0)7700 900975,E3K 6AW,ZZ 94 85 29 T,113944927,0,AB+,4.8,179.6,other,41,24.92,1961,61,60-70,heavy smokers,moderate,overweight,35-50,South America,b'ZZ 94 85 29 T',a01645f197f2b29cf1dc3e2e1d1a4520a2e117ac,E3K
910,Barbara,Gray,F,1956-08-06,India,United Kingdom,+44(0)7700 900 063,CF1 8BL,ZZ508218T,82154534,0,O+,3.8,8.5,bachelor,8,31.57,1956,67,60-70,light smokers,low,overweight,2-18,Asia,b'ZZ508218T',4d79dc04f1a4d6d415203b43a913057aaa02bfdc,CF1
911,Gail,Lewis,F,1956-09-26,Kiribati,United Kingdom,07700 900473,S8 2EQ,ZZ 81 22 57 T,82643061,0,A+,4.4,409.5,other,3,24.14,1956,66,60-70,heavy smokers,moderate,healthy,2-18,Oceania,b'ZZ 81 22 57 T',5f5b9eb17243d6bcf99944e168a0b388ade0d1ab,S8
912,Gareth,Daly,M,2001-03-29,Cook Islands,United Kingdom,07700 900850,CF2V 2JJ,ZZ550659T,105834689,0,O+,6.7,312.1,bachelor,7,10.28,2001,21,20-30,heavy smokers,moderate,underweight,2-18,Oceania,b'ZZ550659T',cb28708ed997c23f7141deb64baaecbb1f56fa95,CF2V
913,Timothy,Poole,M,1980-02-17,Colombia,United Kingdom,+447700 900 258,TN7A 2DX,ZZ423170T,128149296,0,O+,3.1,475.5,bachelor,43,16.21,1980,42,40-50,heavy smokers,low,underweight,35-50,South America,b'ZZ423170T',f1cfe334eef25dfa855681f1f96fa5badd4315a3,TN7A
914,Jodie,Mann,F,2001-07-01,Kazakhstan,United Kingdom,+447700 900 009,BN8X 3PW,ZZ 363695 T,12139956,0,A+,5.9,258.6,secondary,36,29.37,2001,22,20-30,heavy smokers,moderate,overweight,35-50,Asia,b'ZZ 363695 T',7f0660b8d1c8c87800a847726c53f323267525fd,BN8X
915,John,Hope,M,1988-04-26,United States,United Kingdom,07700 900 318,LU5R 2EL,ZZ 336899 T,112416650,0,O+,7.5,223.4,secondary,25,31.71,1988,34,30-40,heavy smokers,high,overweight,19-34,North America,b'ZZ 336899 T',e95d605966f901ba5e9ebf9bc8cd883f7f52054f,LU5R
916,Lindsey,Dawson,F,1998-01-24,United States of America,United Kingdom,07700 900 234,L91 0BH,ZZ 33 29 09 T,104184356,0,A+,9.0,466.4,secondary,12,45.87,1998,24,20-30,heavy smokers,high,overweight,2-18,North America,b'ZZ 33 29 09 T',4eef516a85a79e5983e03bb307eaef47a54cc0af,L91
917,Yvonne,Thompson,F,1975-06-17,Cape Verde,United Kingdom,07700 900863,M7 2WU,ZZ 81 09 85 T,69412082,0,A+,8.3,228.2,secondary,20,20.41,1975,47,40-50,heavy smokers,high,healthy,19-34,Africa,b'ZZ 81 09 85 T',e2e9b810dc3ed3796d17e17c95ee6bab1be00518,M7
918,Antony,North,M,1988-06-29,Norway,United Kingdom,07700900736,L93 9QJ,ZZ 801655 T,73293734,0,B+,7.0,169.4,other,26,26.14,1988,34,30-40,intermediate smokers,high,overweight,19-34,Europe,b'ZZ 801655 T',a11e8aa562302bb80b17c8738e0bf01e4387ba3d,L93
919,Clifford,Harding,M,1973-05-31,Austria,United Kingdom,+447700 900 271,KY25 4PR,ZZ 749318 T,38942062,0,A+,9.8,129.8,bachelor,9,28.96,1973,49,40-50,intermediate smokers,high,overweight,2-18,Europe,b'ZZ 749318 T',8387fdd38dc9e7c0d8de1caf55a4f8822dc50765,KY25
920,Samuel,Bibi,M,1976-06-03,Monaco,United Kingdom,+447700900746,BT55 4PX,ZZ 04 27 86 T,110372657,0,AB+,2.8,334.9,masters,47,12.57,1976,47,40-50,heavy smokers,low,underweight,35-50,Europe,b'ZZ 04 27 86 T',96adc9fe82e8f75c0a80c1c2f1a071206b658340,BT55
921,Francis,Rogers,M,1978-08-28,China,United Kingdom,+44(0)7700 900 491,L0 4HH,ZZ 333604 T,97443201,0,O+,3.7,28.3,bachelor,29,15.94,1978,44,40-50,light smokers,low,underweight,19-34,Asia,b'ZZ 333604 T',a9bb524972dec8abf84daa57db290cb5eb6d9c44,L0
922,Jake,Taylor,M,1981-07-21,Saint Lucia,United Kingdom,+44(0)7700900874,HR4 0FP,ZZ 162507 T,30691528,0,B+,3.9,180.6,secondary,42,19.93,1981,41,40-50,heavy smokers,low,healthy,35-50,North America,b'ZZ 162507 T',8ddbb1e1687fa49f124848cae52a1567658f00c1,HR4
923,Kyle,Johnson,M,1997-06-30,Madagascar,United Kingdom,07700 900945,E6 7GF,ZZ 512583 T,121826642,0,B+,4.0,36.4,masters,21,42.55,1997,25,20-30,light smokers,moderate,overweight,19-34,Africa,b'ZZ 512583 T',6d901529d7f4e1f97723144ea2a2e215c191dbea,E6
924,Tom,Williams,M,1980-01-20,Vietnam,United Kingdom,07700 900453,M14 4RY,ZZ 383855 T,29853982,0,O+,3.6,376.8,masters,38,24.31,1980,42,40-50,heavy smokers,low,healthy,35-50,Asia,b'ZZ 383855 T',d4dc8d775fb395369e37fba591f718cb411c74cd,M14
925,Hollie,Talbot,F,1975-04-23,Cameroon,United Kingdom,+447700 900 532,BB3 9FE,ZZ 40 48 35 T,62851954,0,O-,4.0,265.1,secondary,4,36.28,1975,47,40-50,heavy smokers,moderate,overweight,2-18,Africa,b'ZZ 40 48 35 T',a65bce1418a6473b50863e9e7f5c67ba7aafba7f,BB3
926,Matthew,Parsons,M,1998-12-28,Mauritania,United Kingdom,+44(0)7700 900690,L9 7NU,ZZ 03 10 76 T,75825207,0,A-,6.1,75.0,masters,32,24.6,1998,24,20-30,intermediate smokers,moderate,healthy,19-34,Africa,b'ZZ 03 10 76 T',aaf8bc3192b4a678db11071752c28f30e9fd4ba9,L9
927,Michael,Williams,M,1996-04-28,Djibouti,United Kingdom,07700 900 947,SR23 9EW,ZZ530358T,80112442,0,A-,2.0,87.4,secondary,20,29.83,1996,26,20-30,intermediate smokers,low,overweight,19-34,Africa,b'ZZ530358T',4d096915224e3c3bd18742eb3a37a0f858a3f9dc,SR23
928,Hugh,Smith,M,1974-09-09,Mauritania,United Kingdom,+447700 900 394,UB37 5XD,ZZ 322305 T,74271137,0,B+,1.8,80.7,masters,29,12.36,1974,49,40-50,intermediate smokers,low,underweight,19-34,Africa,b'ZZ 322305 T',dfaec5e44cbf13da00d2a4266a64d1418a47acce,UB37
929,Hazel,Gibbons,F,1978-02-17,Qatar,United Kingdom,07700 900243,DL6Y 4RH,ZZ195739T,125071985,0,A+,0.7,133.9,other,6,27.87,1978,44,40-50,intermediate smokers,low,overweight,2-18,Asia,b'ZZ195739T',9c0d9db27641081a0060b1da6dbd05c84d590d76,DL6Y
930,Dorothy,Phillips,F,1974-03-21,Bhutan,United Kingdom,07700 900 865,IG1 5BH,ZZ490400T,21216080,0,O+,0.1,463.1,secondary,5,17.54,1974,48,40-50,heavy smokers,low,underweight,2-18,Asia,b'ZZ490400T',ca3127d0b42d72119b51a9b06e062d3b30076d92,IG1
931,Kieran,Jones,M,1980-05-26,Estonia,United Kingdom,+447700 900 572,B25 7NA,ZZ 496157 T,23002072,0,O+,4.4,268.2,secondary,35,33.68,1980,42,40-50,heavy smokers,moderate,overweight,35-50,Europe,b'ZZ 496157 T',f4cb8478f7f19bd7406218fcdcd70b56f8aafe6e,B25
932,Lindsey,O'Sullivan,F,1967-07-29,Bangladesh,United Kingdom,+44(0)7700900280,SO4 5FB,ZZ 936099 T,104771769,0,B+,8.4,292.2,secondary,41,28.06,1967,55,50-60,heavy smokers,high,overweight,35-50,Asia,b'ZZ 936099 T',dea74bdaad00845dcc877b1d3ef9081b77d861df,SO4
933,Joanne,Faulkner,F,1978-11-25,Heard Island and McDonald Islands,United Kingdom,07700 900 768,GY95 8TW,ZZ 63 12 60 T,76211137,0,O+,4.0,358.9,secondary,34,21.49,1978,44,40-50,heavy smokers,moderate,healthy,19-34,Antarctica,b'ZZ 63 12 60 T',da731c860ccebb3e910669a39eeabf9145a64f62,GY95
934,Carol,Stevens,F,1976-03-22,Hungary,United Kingdom,07700 900 955,E5W 5HF,ZZ 89 96 65 T,32758540,0,B+,4.8,338.9,secondary,33,27.88,1976,46,40-50,heavy smokers,moderate,overweight,19-34,Europe,b'ZZ 89 96 65 T',f685ec5e108ae330bca9d02887c9661dfab8ef7e,E5W
935,Damien,Lewis,M,1957-08-22,Sri Lanka,United Kingdom,(07700) 900 980,S61 6BB,ZZ 099525 T,82994710,0,O+,0.9,484.6,secondary,3,37.9,1957,65,60-70,heavy smokers,low,overweight,2-18,Asia,b'ZZ 099525 T',f497378962897d81c199d51a5c056f97aa046224,S61
936,Lynda,Hargreaves,F,1963-07-31,Tuvalu,United Kingdom,(07700)900293,S04 5JJ,ZZ 782808 T,10343388,0,O+,8.9,154.7,secondary,49,22.83,1963,59,50-60,intermediate smokers,high,healthy,35-50,Oceania,b'ZZ 782808 T',78993c740840177d44725e682b82ff67ae68ce27,S04
937,Gary,Garner,M,1961-01-28,Trinidad and Tobago,United Kingdom,07700 900 350,W72 5NN,ZZ 502391 T,66142229,0,B+,4.9,371.3,secondary,43,41.71,1961,61,60-70,heavy smokers,moderate,overweight,35-50,North America,b'ZZ 502391 T',1bb00009aa06d09e55bc1acf3a28b019a02c9cb4,W72
938,Sandra,Allen,F,1955-12-27,Saint Martin,United Kingdom,(07700) 900109,W44 5DF,ZZ 02 32 03 T,109598536,0,A+,8.0,424.4,secondary,36,14.56,1955,67,60-70,heavy smokers,high,underweight,35-50,North America,b'ZZ 02 32 03 T',151df18a6fb38f63db7a90b82a1455c56972b0bd,W44
939,Lindsey,Hamilton,F,1956-07-19,Bulgaria,United Kingdom,07700 900811,LS38 2XN,ZZ993260T,83174843,0,A+,1.4,268.4,bachelor,49,36.77,1956,66,60-70,heavy smokers,low,overweight,35-50,Europe,b'ZZ993260T',177ea792bb141c1a889c91a565be2e9a37e6274e,LS38
940,Melanie,Williams,F,1965-08-11,New Zealand,United Kingdom,+44(0)7700 900 620,E8H 7NB,ZZ 32 16 60 T,29018222,0,A+,2.0,263.0,secondary,46,19.3,1965,58,50-60,heavy smokers,low,healthy,35-50,Oceania,b'ZZ 32 16 60 T',9ccd47182e9ef9e657c10b4f622e54a3a29eeb68,E8H
941,Shaun,Finch,M,1974-08-01,Gambia,United Kingdom,+447700 900 489,HS2 5EP,ZZ079854T,82280929,0,O+,3.7,317.4,secondary,46,19.39,1974,49,40-50,heavy smokers,low,healthy,35-50,Africa,b'ZZ079854T',62bb5731977b2affcc39f57776c541fba364db74,HS2
942,Matthew,Walker,M,1993-01-10,Tokelau,United Kingdom,(07700)900035,N7 8ZU,ZZ543197T,51481063,0,B+,3.0,335.2,masters,39,29.82,1993,30,20-30,heavy smokers,low,overweight,35-50,Oceania,b'ZZ543197T',55a136c2784e9c4f184e37f8462fcec80d4f00c6,N7
943,Dale,O'Connor,M,1980-03-09,Saint Pierre and Miquelon,United Kingdom,+44(0)7700900624,BR31 9GZ,ZZ 427503 T,126977198,0,O+,7.9,359.9,secondary,38,18.29,1980,43,40-50,heavy smokers,high,underweight,35-50,North America,b'ZZ 427503 T',268bd226b3241af60fb563305567721ffc36e91b,BR31
944,Leonard,Dobson,M,1965-07-01,Guernsey,United Kingdom,+44(0)7700 900577,HD17 6JF,ZZ 19 51 49 T,43561182,0,O+,6.8,355.9,secondary,31,36.93,1965,58,50-60,heavy smokers,moderate,overweight,19-34,Europe,b'ZZ 19 51 49 T',a3bb5f88d5e0ee36b67644e3e6d7bb8294b279f4,HD17
945,Sean,Moore,M,1968-05-04,Palau,United Kingdom,+447700900893,L8S 3AZ,ZZ 48 21 11 T,43476426,0,O+,3.1,73.8,bachelor,27,37.35,1968,55,50-60,intermediate smokers,low,overweight,19-34,Oceania,b'ZZ 48 21 11 T',031d29860b1bb8f4d821b079bb750dae767aaf88,L8S
946,Michael,Ellis,M,1981-05-23,Faroe Islands,United Kingdom,(07700)900664,KW1 8WJ,ZZ123099T,54684090,0,A+,5.1,141.5,secondary,26,33.45,1981,41,40-50,intermediate smokers,moderate,overweight,19-34,Europe,b'ZZ123099T',17d6632f69f8f4c4163a1b759a21a87902950cca,KW1
947,Sara,Davies,F,1973-02-14,Sweden,United Kingdom,+447700 900443,E4W 3ZS,ZZ 75 02 00 T,124666809,0,O+,2.6,202.0,primary,9,30.59,1973,49,40-50,heavy smokers,low,overweight,2-18,Europe,b'ZZ 75 02 00 T',5515f46d6e190545fbd148a3cc194bd24225baba,E4W
